ProviderId,Name,Upin,DateOpened,DateClosed
10083655,Woodmansterne Primary School,151973,2019-07-01,NULL
10087558,Marnel Junior School,163138,2021-04-01,NULL
10082945,Kew Woods Primary School,139330,2019-04-01,NULL
10084186,St Martha's Catholic Primary School,162222,2019-09-01,NULL
10084779,NAS Vanguard School,132790,2020-01-01,NULL
10087343,Manor Park Primary School and Nursery,162612,2021-01-01,NULL
10083900,Bexton Primary School,139936,2019-08-01,NULL
10087724,Preston Primary School,162191,2021-04-01,NULL
10090192,Handale Primary School,163756,2022-04-01,NULL
10084490,Winsley CoE VC Primary School,151855,2019-12-01,NULL
10084492,Fitzmaurice Primary School,151795,2019-10-01,NULL
10084729,St Pius X Catholic Primary School,162226,2020-02-01,NULL
10086826,Holy Family Catholic Primary School,162173,2020-09-01,NULL
10086780,St Joseph's Catholic Primary School,162935,2020-09-01,NULL
10089552,The Mandeville School,163563,2022-01-01,NULL
10084553,Shepton Beauchamp Church School,162363,2020-04-01,NULL
10084552,St Mary's & St Peter's Church School,162371,2020-04-01,NULL
10088079,St Nicholas Church School,163307,2021-04-01,NULL
10084724,Swainswick Church School,162307,2019-11-01,NULL
10084104,Links Hatfield Academy,162239,2019-10-01,NULL
10088081,Wootton Wawen CofE Primary School,163322,2021-04-01,NULL
10088080,The Ferncumbe CofE Primary School,163316,2021-04-01,NULL
10088084,Studley Infants' School,163314,2021-04-01,NULL
10089762,Malin Bridge Primary School,163591,2022-01-01,NULL
10087316,Farley Junior Academy,163128,2021-02-01,NULL
10083185,Spa Academy Askern,151730,2019-06-01,NULL
10089240,Scawthorpe Castle Hills Primary Academy,163595,2021-12-01,NULL
10083593,Cage Green Primary School,151770,2019-07-01,NULL
10084723,Bramhope Primary School,151777,2019-11-01,NULL
10084998,St Marys Church of England Primary Academy,162174,2020-02-01,NULL
10086145,Colyton Primary Academy,162708,2020-07-01,NULL
10085003,Bere Alston Primary Academy,162472,2019-12-01,NULL
10083026,All Saints Church of England Primary School,151763,2019-04-01,NULL
10088767,Launceston Primary School,163431,2021-09-01,NULL
10087300,John Clifford Primary School,163133,2021-05-01,NULL
10088077,Springbank Academy,163286,2021-04-01,NULL
10086852,The Florence Nightingale Academy,162671,2020-09-01,NULL
10084210,Laughton All Saints' CofE Primary School,141025,2019-10-01,NULL
10083656,Pye Bank CofE Primary School,151823,2019-07-01,NULL
10084995,Totley All Saints Church of England Voluntary Aided Primary School,151847,2019-12-01,NULL
10065508,West Wycombe School,138396,2020-09-01,NULL
10084138,Longford Park School,130303,2019-09-01,NULL
10083607,Daven Primary School,139276,2019-07-01,NULL
10083896,Tor Bridge Primary School,152012,2021-04-01,NULL
10088107,Haslington Primary Academy,163277,2021-04-01,NULL
10083336,Oldfield Primary School,151959,2019-06-01,NULL
10089557,Kersey Church of England Primary School,163588,2021-11-01,NULL
10088877,Mundella Primary School,163493,2021-09-01,NULL
10086869,Consilium Evolve,163021,2020-10-01,NULL
10085399,Bredbury St. Marks CofE Primary School,162526,2020-02-01,NULL
10086808,St George's CofE Primary School,162939,2020-10-01,NULL
10087091,Utkinton St Paul's CofE Primary School,163031,2020-12-01,NULL
10085813,Little Bollington CofE Primary School,162575,2020-04-01,NULL
10088642,Bosley St Mary's CofE Primary School,163387,2021-09-01,NULL
10082968,St Pancras Catholic Primary School,151838,2019-04-01,NULL
10084194,St Laurence Catholic Primary School,162220,2019-09-01,NULL
10088872,St Peter's Bratton Church of England Academy,163501,2021-09-01,NULL
10084534,Mereside Church of England Primary Academy,151698,2019-10-01,NULL
10065463,Brewood Middle CofE Academy,139912,2019-10-01,NULL
10082979,St Mary's CofE First Academy,141357,2019-10-01,NULL
10089111,Northiam Church of England Primary School and Nursery,132447,2022-01-01,NULL
10086823,Sedlescombe CofE Primary School,162677,2020-12-01,NULL
10085404,St John's Meads Church of England Primary School,162305,2020-02-01,NULL
10089112,Hurst Green Church of England Primary School and Nursery,163484,2022-01-01,NULL
10087336,St. Joseph's Infant School,163136,2020-12-01,NULL
10085400,Co-Op Academy Princeville,162484,2020-02-01,NULL
10081937,Co-op Academy Bebington,141120,2019-04-01,NULL
10088752,Co-Op Academy Belle Vue,163415,2021-09-01,NULL
10083911,Stogursey Church of England Primary School,140905,2019-08-01,NULL
10083910,Spaxton CofE Primary School,140902,2019-08-01,NULL
10086827,Southtown Primary School,162620,2020-09-01,NULL
10084735,Northgate Primary School,162184,2019-11-01,NULL
10089420,Snape Primary School,138160,2021-12-01,NULL
10086538,Tredington Community Primary School,162765,2020-09-01,NULL
10088758,Great Oldbury Primary Academy,163421,2021-09-01,NULL
10084160,St Joseph's Catholic Primary School,162218,2019-09-01,NULL
10084468,The St Teresa Catholic Primary School,162241,2019-12-01,NULL
10084159,St Joseph's Catholic Primary School,162219,2019-09-01,NULL
10084179,Our Lady of Lourdes RC Primary School,151814,2019-09-01,NULL
10084180,SS Peter and Paul's Catholic Primary School,151830,2019-09-01,NULL
10067731,Wath Academy,140664,2019-04-01,NULL
10086867,Walbottle Academy,162912,2020-09-01,NULL
10087298,Neroche Primary School,163117,2021-01-01,NULL
10088759,Great Park Academy,163422,2021-09-01,NULL
10082710,Jesmond Park Academy,141111,2019-08-01,NULL
10088743,Callerton Academy,163406,2021-09-01,NULL
10087746,Garden Fields Junior Mixed and Infant School,162168,2021-09-01,NULL
10085842,Wheatfields Infants' and Nursery School,151853,2020-09-01,NULL
10085841,Wheatfields Junior Mixed School,162249,2020-09-01,NULL
10089755,Skyswood Primary & Nursery School,163369,2022-02-01,NULL
10083674,University Academy Long Sutton,141142,2019-07-01,NULL
10088773,School 360,163439,2021-09-01,NULL
10087353,Perryfields Academy,141611,2021-05-01,NULL
10088745,Castle East School,163407,2021-09-01,NULL
10082922,Langold Dyscarr Community School,151722,2019-04-01,NULL
10088817,Windrush Church of England Primary School,163451,2021-09-01,NULL
10085007,Charlbury Primary School,162419,2019-12-01,NULL
10082997,Beckley Church of England Primary School,151759,2019-04-01,NULL
10083007,St George's CofE First School and Nursery,140010,2019-09-01,NULL
10089252,Fern Hill Primary School,163481,2022-01-01,NULL
10082969,Pakefield High School,151817,2019-04-01,NULL
10082919,St Mark and All Saints Church of England Primary,151732,2019-04-01,NULL
10084192,Pathfinder CofE Primary School,139903,2021-09-01,NULL
10083189,Oakington CofE Primary School,151864,2019-05-01,NULL
10086778,Lyngford Park Primary School,162611,2021-01-01,NULL
10086144,Pamphill Church of England First School,162617,2020-10-01,NULL
10087283,Our Lady's Catholic Primary School,163066,2021-01-01,NULL
10086153,Shenstone Lodge School,162200,2020-07-01,NULL
10087060,Bailey Street Alternative Provision Academy,163030,2021-01-01,NULL
10083347,Chaselea Alternative Provision Academy,141114,2019-06-01,NULL
10088762,High Point Academy,163425,2021-09-01,NULL
10085864,Sheep Dip Lane Academy,162423,2020-04-01,NULL
10088066,St Hild's Church of England School,163221,2021-04-01,NULL
10086537,Woodhouse West Primary School,162449,2020-08-01,NULL
10088868,Alsagers Bank Primary Academy,134226,2021-09-01,NULL
10084146,Wainscott Primary School,162248,2019-09-01,NULL
10065513,"St. Mary's Church of England Primary School, Edwinstowe",141219,2019-12-01,NULL
10085408,Haggonfields Primary and Nursery School,162422,2020-02-01,NULL
10088873,Mount CofE Primary School,163492,2021-11-01,NULL
10084221,Milford Junior School,162181,2019-09-01,NULL
10087077,Winthorpe Primary School,162639,2020-11-01,NULL
10083901,Carlyle Infant and Nursery Academy,151881,2019-08-01,NULL
10086853,Greenfield Primary Academy,162879,2020-09-01,NULL
10087345,"St Aloysius Catholic Infant School, Hebburn",163068,2020-12-01,NULL
10089908,"St Joseph's Catholic Primary School, Sunderland",163721,2022-02-01,NULL
10087355,"St Joseph's Catholic Primary School, Jarrow",163079,2020-12-01,NULL
10089237,"St Bede's Catholic Primary School, Jarrow",163532,2021-10-01,NULL
10087344,"St Leonard's Catholic Primary School, Silksworth",163082,2020-12-01,NULL
10088421,"St Cuthbert's Catholic Primary School, Seaham",163391,2021-07-01,NULL
10089244,"St Joseph's Catholic Primary School, Blackhall",163535,2021-10-01,NULL
10086005,"St Godrics Catholic Primary School, Thornley",162525,2020-06-01,NULL
10089245,"Our Lady of Lourdes Catholic Primary School, Shotton",163527,2021-10-01,NULL
10086006,"St Marys Catholic Primary School, Wingate",162528,2020-06-01,NULL
10086802,Anston Hillcrest Primary School,141325,2021-05-01,NULL
10084994,Brinsworth Howarth Primary School,162281,2019-12-01,NULL
10086787,Ferham Primary School,162756,2021-10-01,NULL
10086876,Meadow View Primary School,151807,2022-02-01,NULL
10086821,Thurcroft Infant School,151846,2021-02-01,NULL
10086741,Cottingley Village Primary School,162919,2021-02-01,NULL
10086004,Comberbach Nursery and Primary School,133742,2020-05-01,NULL
10087725,Leftwich Community Primary School,163279,2021-04-01,NULL
10087304,Carlton Primary School,163124,2021-01-01,NULL
10086299,Wescott Infant School,162688,2020-07-01,NULL
10086298,Westende Junior School,162735,2020-07-01,NULL
10085863,Shinfield Infant and Nursery School,151899,2020-04-01,NULL
10087731,The Emmbrook School,163315,2021-04-01,NULL
10090170,Elworth Hall Primary School,163639,2022-04-01,NULL
10087093,Grove House Primary School,162421,2020-11-01,NULL
10089761,Clayton Village Primary School,163635,2022-04-01,NULL
10083902,St Clare's School,151904,2019-08-01,NULL
10083912,North East Derbyshire Support Centre,141338,2019-08-01,NULL
10085820,Elmsleigh Infant & Nursery School,162570,2020-04-01,NULL
10087075,Birches Head Academy,163114,2020-12-01,NULL
10082357,Forest Park Primary School,141423,2019-05-01,NULL
10082359,Abbey Hulton Primary School,141436,2019-05-01,NULL
10084115,Etruscan Primary School,141425,2020-06-01,NULL
10082358,Oakhill Primary School,141448,2019-05-01,NULL
10084116,St Mark's CofE Primary School,141444,2020-06-01,NULL
10083600,Kemball School,141458,2019-07-01,NULL
10086014,Byfleet Primary School,162475,2020-05-01,NULL
10078084,Maybury Primary School,151806,2019-06-01,NULL
10085401,Barnard Grove Primary School,151678,2020-02-01,NULL
10088783,Windmill Hill School,163450,2021-09-01,NULL
10084190,St Thomas More Catholic Primary School,151866,2019-09-01,NULL
10087354,St John Fisher Catholic Primary School,162762,2021-02-01,NULL
10086855,St Antony's Catholic Primary School,162785,2020-09-01,NULL
10090184,St Winefride's RC Primary School,163731,2022-04-01,NULL
10084211,St Francis' Catholic Primary School,151905,2019-09-01,NULL
10084212,St Edward's Catholic Primary School,162208,2019-09-01,NULL
10084476,St Werburgh's CofE Primary School,151972,2019-10-01,NULL
10089102,Elmsett Church of England Primary School,163479,2021-09-01,NULL
10089101,Bedfield Church of England Primary School,163475,2021-11-01,NULL
10084740,Wetheringsett Church of England Primary School,162374,2019-11-01,NULL
10082987,Anson CofE Primary School,151762,2019-04-01,NULL
10083665,St Michael with St Thomas CE Primary School,151977,2019-08-01,NULL
10087716,Wimborne First School and Nursery,163321,2021-05-01,NULL
10067719,Weston Shore Infant School,140923,2019-06-01,NULL
10086776,Weston Secondary School,163109,2021-09-01,NULL
10086818,Woolston Infant School,162690,2021-04-01,NULL
10089894,Hillbourne Primary School,163656,2022-04-01,NULL
10088904,King Edward VI Northfield School for Girls,163505,2021-09-01,NULL
10084189,King Edward VI Balaam Wood Academy,162256,2019-09-01,NULL
10088638,Dixons Fazakerley Academy,163203,2021-09-01,NULL
10083914,Kensington Junior Academy,152019,2019-08-01,NULL
10089419,Edwards Hall Primary School,163550,2021-12-01,NULL
10088074,Turves Green Boys' School,162562,2021-05-01,NULL
10084780,The Martin Bacon Academy,152090,2020-04-01,NULL
10082912,Somersham Primary School,151718,2019-04-01,NULL
10086858,Northstowe Secondary College,162897,2020-09-01,NULL
10087568,The Bluecoat School,163160,2021-01-01,NULL
10087059,The Harbour School,141469,2021-01-01,NULL
10086008,Skipton Parish Church of England Primary School,162524,2021-08-01,NULL
10084227,The John Roan School,141646,2019-09-01,NULL
10086843,Sedgehill Academy,162199,2020-09-01,NULL
10062008,Ham Dingle Primary Academy,134240,2019-09-01,NULL
10087546,The Lowry Academy,133267,2021-03-01,NULL
10065518,Victoria Dock Primary School,163120,2021-07-01,NULL
10088911,Winterslow Church of England Primary School,163465,2021-08-01,NULL
10088910,Pitton Church of England Primary School,163459,2021-08-01,NULL
10088641,St Patrick's Catholic Primary Academy,163158,2021-07-01,NULL
10088111,St Joseph's Catholic Primary Academy,163153,2021-10-01,NULL
10088112,St Joseph's Catholic Primary Academy,163152,2021-10-01,NULL
10088113,St Mary's Catholic Primary Academy,162681,2022-04-01,NULL
10089554,Holy Spirit Catholic Primary Academy,162884,2021-12-01,NULL
10088110,Our Lady of Lourdes Catholic Primary Academy,163141,2021-07-01,NULL
10087727,Ravenbank Primary School,162578,2021-05-01,NULL
10088106,Thelwall Infant School,162582,2021-05-01,NULL
10087726,Oughtrington Primary School,163283,2021-05-01,NULL
10087728,Statham Primary School,162581,2021-05-01,NULL
10089766,Church of the Ascension CofE Primary School,163585,2022-06-01,NULL
10089765,Christ Church CofE Primary School,163584,2022-06-01,NULL
10083348,Stoke Park Primary School,141083,2019-06-01,NULL
10088909,St Werburgh's Primary School,163466,2021-08-01,NULL
10085832,Brownhills Ormiston Academy,122987,2020-04-01,NULL
10067722,Kingsway Community Primary School,140740,2021-01-01,NULL
10088770,Marie Weller Primary School,163434,2021-09-01,NULL
10087066,Edlesborough Primary Academy,162846,2020-11-01,NULL
10087074,Steyning Grammar School,163027,2020-12-01,NULL
10084490,Winsley CoE VC Primary School,151855,2019-12-01,NULL
10084492,Fitzmaurice Primary School,151795,2019-10-01,NULL
10086826,Holy Family Catholic Primary School,162173,2020-09-01,NULL
10086780,St Joseph's Catholic Primary School,162935,2020-09-01,NULL
10084729,St Pius X Catholic Primary School,162226,2020-02-01,NULL
10082996,Sutton Courtenay Church of England Primary School,151842,2019-04-01,NULL
10082916,King Arthur's School,141639,2019-04-01,NULL
10082938,Charlton Horethorne Church of England Primary School,151766,2019-05-01,NULL
10088878,Dundale Primary School and Nursery,163478,2021-09-01,NULL
10082928,Roman Way Academy,151865,2019-04-01,NULL
10088221,Hollingwood Primary School,163341,2021-07-01,NULL
10085590,Forest Glade Primary School,162478,2020-03-01,NULL
10088912,Hawthorne Primary and Nursery School,163278,2022-02-01,NULL
10084537,The Green Infant School,141636,2019-11-01,NULL
10083672,Brooklands Primary School,151879,2019-07-01,NULL
10089552,The Mandeville School,163563,2022-01-01,NULL
10085599,Keyingham Primary School,162559,2020-03-01,NULL
10089116,The Purbeck School,163503,2022-05-01,NULL
10084726,Damers First School,151995,2019-11-01,NULL
10082921,Oakfield Primary School,151863,2019-04-01,NULL
10084744,Hensingham Primary School,162171,2019-11-01,NULL
10084475,Caldew Lea School,151860,2019-10-01,NULL
10086875,Newtown Primary School,162895,2020-09-01,NULL
10087318,Chipping Sodbury School,163126,2021-04-01,NULL
10086296,North Molton Primary School,162576,2020-07-01,NULL
10086297,Fremington Primary School,162519,2020-07-01,NULL
10086287,Northbrook Primary Academy,162896,2020-07-01,NULL
10087140,Ormskirk School,162924,2022-04-01,NULL
10088769,Livingstone Academy Bournemouth,163433,2021-09-01,NULL
10083644,Bovington Academy,151962,2019-07-01,NULL
10084156,Budmouth Academy Weymouth,151790,2019-09-01,NULL
10087143,"St Columba's Catholic Primary School, a Voluntary Academy",163148,2021-03-01,NULL
10086001,"St Anthony's Catholic Primary School, A Voluntary Academy",162439,2020-05-01,NULL
10087141,"Our Lady and St Brendan's Catholic Primary School, A Voluntary Academy",163140,2020-11-01,NULL
10085999,"St Cuthbert and the First Martyrs' Catholic Primary School, A Voluntary Academy",162440,2020-05-01,NULL
10086000,"St Joseph's Catholic Primary School, A Voluntary Academy",162442,2020-05-01,NULL
10088117,"St. Clare's Catholic Primary School, A Voluntary Academy",162942,2021-09-01,NULL
10085997,"St Anthony's Catholic Primary School, A Voluntary Academy",162438,2020-05-01,NULL
10086782,"St Joseph's Catholic Primary School, A Voluntary Academy",162937,2020-11-01,NULL
10085998,"St Francis Catholic Primary School, A Voluntary Academy",162441,2020-05-01,NULL
10085814,Linchfield Academy,162427,2020-09-01,NULL
10084480,Princetown Community Primary School,151979,2019-10-01,NULL
10088765,Kingfisher  CE Academy,163429,2021-09-01,NULL
10084489,Sutton Benger Church of England Primary School,162306,2019-10-01,NULL
10088895,Middlewich High School,163488,2021-12-01,NULL
10089769,Rokeby School,132316,2021-12-01,NULL
10089768,Lister Community School,132465,2021-12-01,NULL
10087070,Eastlea Community School,162847,2021-01-01,NULL
10085835,Battledown Centre for Children and Families,152142,2020-04-01,NULL
10083492,The Milestone School,134626,2019-06-01,NULL
10083342,Paternoster School,151773,2019-06-01,NULL
10086288,Belmont School,152144,2020-07-01,NULL
10086797,The Willow Primary Academy,151956,2021-04-01,NULL
10087352,Marshfield Primary,163064,2020-12-01,NULL
10086015,Carlton Mills,133997,2020-09-01,NULL
10090164,East Stour Primary School,163637,2022-04-01,NULL
10085586,Briary Primary School,162417,2020-03-01,NULL
10086783,Wallbrook Primary Academy,162534,2021-01-01,NULL
10087289,Lightwoods Primary Academy,163137,2021-06-01,NULL
10084224,Cherry Willingham Primary Academy,141187,2019-09-01,NULL
10084223,Willoughby Academy,162242,2019-09-01,NULL
10084197,Arlecdon Primary School,152138,2019-09-01,NULL
10084199,Thornhill Primary School,162244,2019-09-01,NULL
10089431,"St Teresa's Catholic Primary School, Heaton",163561,2021-10-01,NULL
10087733,"Star of the Sea Catholic Primary School, Whitley Bay",163312,2021-08-01,NULL
10089428,"St Columba's Catholic Primary School, Wallsend",163556,2021-10-01,NULL
10089433,"St Oswald's Catholic Primary School, Gosforth",163560,2021-10-01,NULL
10087351,St Charles' Catholic Primary School,163074,2021-04-01,NULL
10087739,"St George's Catholic Primary School, Bells Close",163296,2021-04-01,NULL
10087740,"St Mark's Catholic Primary School, Westerhope",163304,2021-04-01,NULL
10087350,St Cuthbert's Catholic Primary School,163075,2020-12-01,NULL
10090176,"St Vincents Catholic Primary School, Newcastle",163777,2022-04-01,NULL
10087738,"English Martyrs' Catholic Primary School, Fenham",163274,2021-04-01,NULL
10090178,"St John Vianney Catholic Primary School, West Denton",163771,2022-04-01,NULL
10082679,Sacred Heart Primary School,140596,2019-05-01,NULL
10087755,"St Bede's Catholic Primary School, Newcastle",163290,2021-04-01,NULL
10090177,"St Cuthberts Catholic Primary School, Kenton",163768,2022-04-01,NULL
10087349,St Catherine's Catholic Primary School,163072,2021-01-01,NULL
10089432,"St Joseph's Catholic Primary School, Benwell",163558,2021-10-01,NULL
10084495,Hinchley Wood Primary School,162292,2019-10-01,NULL
10088776,The Cavendish School,163442,2021-09-01,NULL
10088907,Cyril Jackson Primary School,162569,2021-09-01,NULL
10082988,Halling Primary School,139314,2019-04-01,NULL
10087078,Holy Trinity Church of England Primary School,162885,2020-11-01,NULL
10088068,Harlow Academy,163204,2021-04-01,NULL
10085812,Morpeth Stobhillgate First School,162674,2020-04-01,NULL
10088778,The High School Leckhampton,163444,2021-09-01,NULL
10087729,Belgrave Primary School,162754,2021-12-01,NULL
10086866,Feckenham CofE Primary School,162844,2020-09-01,NULL
10084237,Elmlea Infant School,162288,2019-09-01,NULL
10085595,St John's CofE Primary School,162368,2021-01-01,NULL
10083006,Birchensale Middle School,140497,2019-04-01,NULL
10083005,Holyoakes Field First School,140544,2019-05-01,NULL
10087503,The Austen Academy,162830,2021-04-01,NULL
10088864,Christ The King Catholic and Church of England Primary School,162155,2022-04-01,NULL
10085001,Lawn Primary School,139341,2019-12-01,NULL
10086844,Ashbrook Junior School,162710,2020-09-01,NULL
10084126,Ravensdale Junior School,162194,2019-09-01,NULL
10088065,Charter Academy,163125,2021-04-01,NULL
10086830,Keep Hatch Primary School,162610,2021-01-01,NULL
10082989,Beechwood Primary School,151791,2019-09-01,NULL
10087329,Witton Middle School,162958,2020-12-01,NULL
10086748,Forest Hills Primary School,162689,2020-11-01,NULL
10085854,St Mary's Catholic Primary School,162644,2020-04-01,NULL
10084545,St Bernadette's Catholic Primary School,163323,2021-09-01,NULL
10088063,St John Bosco Catholic Primary School,163297,2021-09-01,NULL
10085847,Stuart Bathurst Catholic High School,162625,2020-04-01,NULL
10088894,Archway Academy,163386,2021-09-01,NULL
10082911,Mo Mowlam Academy,151786,2019-04-01,NULL
10084550,St Elisabeth's Church of England Primary,162209,2019-11-01,NULL
10083209,St John Catholic Primary School,151835,2019-05-01,NULL
10083211,Holy Rood Catholic Primary School,151799,2019-05-01,NULL
10083210,Divine Saviour Roman Catholic Primary School,151792,2019-05-01,NULL
10090165,"St John Fisher Catholic Primary School, a Voluntary Academy",163648,2022-04-01,NULL
10089254,Whiteknights Primary School,151703,2022-01-01,NULL
10085581,Springwell Community College,162202,2020-03-01,NULL
10089558,"St Mary's Catholic Primary School, South Moor",163603,2021-11-01,NULL
10087505,"St Mary's Catholic Primary School, Blackhill",163245,2021-03-01,NULL
10087088,"St Godric's Catholic Primary School, Durham",163024,2020-11-01,NULL
10087756,Woodlands School,162960,2021-04-01,NULL
10083017,Lower Heath CofE Primary School,151804,2019-04-01,NULL
10085810,Oakmeadow Church of England Primary and Nursery School,162615,2020-05-01,NULL
10084743,Orchid Vale Primary School,162297,2020-10-01,NULL
10081928,Red Oaks Primary School,141281,2019-08-01,NULL
10086755,St Monica Primary School,162683,2022-05-01,NULL
10082982,Foley Infant School Academy,141212,2019-04-01,NULL
10082981,Brindley Heath Junior School Academy,141185,2019-04-01,NULL
10086883,Foxyards Primary School,162479,2021-01-01,NULL
10087282,Hateley Heath Academy,162882,2021-04-01,NULL
10084538,Busill Jones Primary School,141631,2019-12-01,NULL
10085857,St John's Church of England Infant and Nursery School,162621,2020-07-01,NULL
10088737,Avanti Meadows Primary School,163400,2021-09-01,NULL
10088815,Houlton School,163427,2021-09-01,NULL
10084196,St Polycarp's Catholic Primary School,162227,2019-09-01,NULL
10084195,St Thomas of Canterbury Catholic Primary School,162230,2019-09-01,NULL
10084226,Seathorne Primary Academy,133091,2019-09-01,NULL
10089249,Sandford Primary School,163368,2021-12-01,NULL
10089248,Winscombe Primary School,163375,2021-12-01,NULL
10085819,Fairlands Middle School,162289,2020-04-01,NULL
10082937,Brent Knoll Church of England Primary School,141172,2019-04-01,NULL
10085862,Shipham Church of England First School,162303,2020-04-01,NULL
10085822,Draycott & Rodney Stoke Church of England First School,162287,2020-04-01,NULL
10085827,Cheddar First School,162282,2020-04-01,NULL
10083344,The Bridge School,141645,2019-06-01,NULL
10087320,Kirkheaton Primary School,163134,2021-02-01,NULL
10085415,Hillside Primary School,162356,2020-02-01,NULL
10088734,Anker Valley Primary Academy,163393,2021-09-01,NULL
10084737,Edge Hill Academy,162355,2019-11-01,NULL
10085009,Wilnecote Junior Academy,152013,2020-03-01,NULL
10085010,Heathfields Infant Academy,152009,2020-03-01,NULL
10085834,Beckers Green Primary School,162596,2020-09-01,NULL
10083349,Tyndale Primary School,141647,2019-06-01,NULL
10089241,Bandon Hill Primary School,132910,2021-09-01,NULL
10083337,May Park Primary School,141644,2019-09-01,NULL
10084491,Nythe Primary School,151813,2020-02-01,NULL
10087292,Liden Academy,162892,2021-02-01,NULL
10082970,Coldfair Green Community Primary School,138146,2019-04-01,NULL
10087338,John Hunt Academy,163018,2021-02-01,NULL
10086803,Chorley New Road Primary Academy,162852,2020-11-01,NULL
10087308,Bocking Primary School,162857,2021-01-01,NULL
10087307,Cressing Primary School,163127,2021-01-01,NULL
10084501,North Walsham High School,162295,2019-10-01,NULL
10087552,Abbey Primary School,163238,2021-05-01,NULL
10084404,Chew Magna Primary School,141202,2019-06-01,NULL
10086301,Paulton Infant School,162726,2020-10-01,NULL
10082978,Castle Primary School,151767,2019-07-01,NULL
10086300,St Mary's Church of England Primary School,162733,2020-08-01,NULL
10075934,Cameley CEVC Primary School,141190,2019-06-01,NULL
10077323,Pensford Primary School,151819,2019-06-01,NULL
10083655,Woodmansterne Primary School,151973,2019-07-01,NULL
10087558,Marnel Junior School,163138,2021-04-01,NULL
10082945,Kew Woods Primary School,139330,2019-04-01,NULL
10083900,Bexton Primary School,139936,2019-08-01,NULL
10087343,Manor Park Primary School and Nursery,162612,2021-01-01,NULL
10082975,St Mary's Catholic Primary School,151836,2019-04-01,NULL
10082371,Holy Cross Catholic Primary School,141533,2019-11-01,NULL
10085850,St Peter's Catholic Primary School,152022,2020-04-01,NULL
10090051,Camp Hill Primary School,163701,2022-03-01,NULL
10082924,Hollinhey Primary School,141246,2019-04-01,NULL
10084198,Wreay Church of England Primary School,162254,2019-09-01,NULL
10089760,Ellenborough Academy,163638,2022-01-01,NULL
10088222,Threlkeld CofE Primary School,163357,2021-06-01,NULL
10087286,Kirkland Church of England Academy,162706,2021-02-01,NULL
10089247,Oakfield First School,163526,2021-10-01,NULL
10085826,Clewer Green CofE First School,134635,2020-04-01,NULL
10084496,Ringshall School,162301,2019-10-01,NULL
10084148,Etching Hill CofE Primary Academy,162165,2019-10-01,NULL
10087551,The St Augustine's Academy,163370,2021-09-01,NULL
10085592,Botley School,162516,2020-03-01,NULL
10083903,Watlington Primary School,151911,2019-08-01,NULL
10084203,Woodseats Primary School,151913,2019-09-01,NULL
10086798,Brook House Junior,162600,2021-04-01,NULL
10089751,"St Joseph's Catholic Primary School, a Voluntary Academy",163599,2022-02-01,NULL
10087553,"St Robert's Catholic Primary School, A Voluntary Academy",132377,2021-03-01,NULL
10089548,St John Fisher Catholic Academy,163596,2021-12-01,NULL
10085818,Finchingfield St John the Baptist CofE Primary Academy,162166,2020-04-01,NULL
10084214,Tolleshunt D'Arcy St Nicholas Primary Academy,162246,2019-09-01,NULL
10085585,Bysing Wood Primary School,162418,2020-03-01,NULL
10085587,Holywell Primary School,162424,2020-03-01,NULL
10090163,Palm Bay Primary School,163644,2022-04-01,NULL
10085584,Queenborough School and Nursery,162437,2020-03-01,NULL
10088064,Saint Edmund Arrowsmith Catholic Academy,162643,2021-05-01,NULL
10087083,Lydney Church of England Community School,162893,2021-01-01,NULL
10090061,English Bicknor Church of England Primary School,163681,2022-03-01,NULL
10087084,Aylburton Church of England Primary School,162858,2021-01-01,NULL
10087064,Bream Church of England Primary School,162917,2021-02-01,NULL
10087727,Ravenbank Primary School,162578,2021-05-01,NULL
10087726,Oughtrington Primary School,163283,2021-05-01,NULL
10088106,Thelwall Infant School,162582,2021-05-01,NULL
10087728,Statham Primary School,162581,2021-05-01,NULL
10089901,Accrington Huncoat Primary School,163362,2022-03-01,NULL
10089900,Oswaldtwistle West End Primary School,163365,2022-03-01,NULL
10089898,The Hollins,163374,2022-03-01,NULL
10083339,Richardson Endowed Primary School,141336,2019-06-01,NULL
10087717,St George's CofE Primary School,163295,2022-04-01,NULL
10086807,Waingroves Primary School,162634,2020-12-01,NULL
10085830,Chaucer Infant School,162567,2020-05-01,NULL
10089246,Riddings Junior School,163529,2021-11-01,NULL
10085828,Chaucer Junior School,162568,2020-04-01,NULL
10086820,Field House Infant School,162782,2020-12-01,NULL
10090063,William Rhodes Primary and Nursery School,163653,2022-03-01,NULL
10086819,Ladywood Primary School,162783,2020-12-01,NULL
10083913,Longford CofE Primary School,141343,2019-08-01,NULL
10082960,Archbishop Ilsley Catholic School,141168,2019-05-01,NULL
10087744,St Chad's Catholic Primary School,163291,2021-09-01,NULL
10087742,St Joseph's Catholic Primary School,163302,2021-09-01,NULL
10064827,Holy Trinity Catholic School,141131,2019-05-01,NULL
10087745,The Rosary Catholic Primary School,163163,2021-09-01,NULL
10082959,Holy Souls Catholic Primary School,151862,2019-05-01,NULL
10082991,Uplands Infant School,151706,2019-04-01,NULL
10082990,Sparkenhoe Community Primary School,151711,2019-04-01,NULL
10082993,Highfields Primary School,151692,2019-04-01,NULL
10082992,Green Lane Infant School,151689,2019-04-01,NULL
10082994,The Limes College,134280,2019-06-01,NULL
